IES,loop_ID,loop_play_URL,track,loop_name,duration,is_adjusted,base_song_title,artist,music_genre,song_preview_url,song_cover_url,youtube_url
02 Institut el Prat,5_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/c93b4459-2760-475a-ac54-1710c02df2a8,melodia 3,fran himno barrio,"4,83",FALSE,"El Barrio, Juan Magán, Adri Contreras & Marc Magán","Juan Magán, Adri Contreras & Marc Magán",Dance,https://www.shazam.com/track/663157537/el-barrio,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/5f/53/49/5f5349a8-13dc-9cca-9dd1-a4d87b7ea75d/23UMGIM42487.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,5_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/d9622468-9be4-4314-8ed7-d5bc1aee0abb,melodia 3,Valeria beso,"4,53",TRUE,,,,,,
02 Institut el Prat,5_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/5ae30fba-1d45-48dc-9f4c-ad4ef968ee0d,melodia 3,meli,"3,91",FALSE,"METAMORPHOSIS 3, INTERWORLD, zxcursed & SADFRIENDD","INTERWORLD, zxcursed & SADFRIENDD",Electrónica,https://www.shazam.com/track/661501538/metamorphosis-3,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/e5/34/1a/e5341a8a-7046-7bdc-434b-cf30e110feed/197188597443.jpg/400x400cc.jpg,
02 Institut el Prat,5_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/96144bfc-6a5e-4cee-945d-06d23e808fc8,melodia 3,hasta,"5,25",FALSE,"Hasta Que Dios Diga, Anuel AA & Bad Bunny",Anuel AA & Bad Bunny,Urbano latino,https://www.shazam.com/track/523627567/hasta-que-dios-diga,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/50/95/c7/5095c702-2159-c3ac-be67-9a1c16cc0ed9/195081694399.jpg/400x400cc.jpg,
02 Institut el Prat,5_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/a0ed7aff-403f-422c-948d-2a57423a0765,melodia 3,abdul,"2,76",FALSE,"Si La Calle Llama (feat. Myke Towers) [Remix], Eladio Carrión",Eladio Carrión,Música latina,https://www.shazam.com/track/659097877/si-la-calle-llama-feat-myke-towers-remix,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/2d/59/b6/2d59b6d2-bd1a-474c-1ee6-09099dce30d6/197188331313.jpg/400x400cc.jpg,
02 Institut el Prat,6_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/b1fa2ffc-9d13-426f-a622-1dc58d3b2ed6,melodia 4,adriana wanna be yours,"7,11",FALSE,"I Wanna Be Yours, Arctic Monkeys",Arctic Monkeys,Alternativa,https://www.shazam.com/track/94560245/i-wanna-be-yours,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/cc/0f/2d/cc0f2d02-5ff1-10e7-eea2-76863a55dbad/887828031795.png/400x400cc.jpg,
02 Institut el Prat,6_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/7820f898-377f-4ae3-88e5-9dcb11c5606b,melodia 4,"Violeta - Beso (rauw alrjandro, rosalía)","5,04",FALSE,"BESO, ROSALÍA & Rauw Alejandro",ROSALÍA & Rauw Alejandro,Pop en español,https://www.shazam.com/track/658953364/beso,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/b0/e4/ac/b0e4ac99-eb38-7370-ea50-0bcf0bcbb054/196589949080.jpg/400x400cc.jpg,
02 Institut el Prat,6_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/c59c0b95-746c-416d-a6ea-2c1a3cee08b5,melodia 4,omar agua,"1,97",FALSE,"Agua (Music From ""Sponge On The Run"" Movie), Tainy & J Balvin",Tainy & J Balvin,Música latina,https://www.shazam.com/track/529155587/agua-music-from-sponge-on-the-run-movie,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/b1/d2/2b/b1d22b39-9c20-5b8e-e427-791acab92ec2/20UMGIM56228.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,6_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/1b7105d0-2d33-4843-8637-0f0d3e33cca2,melodia 4,Mariona MUSEO,"8,82",FALSE,"MUSEO, Rauw Alejandro",Rauw Alejandro,Urbano latino,https://www.shazam.com/track/605967914/museo,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/a8/9b/bb/a89bbb29-dd7c-79bb-da24-b3b1d40ec27c/886449955039.jpg/400x400cc.jpg,
02 Institut el Prat,6_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/4943ecf2-6a8b-4893-b0a9-a13ef8653777,melodia 4,viki callaita,"10,91",FALSE,"Callaita, Bad Bunny & Tainy",Bad Bunny & Tainy,Música latina,https://www.shazam.com/track/469144189/callaita,https://is2-ssl.mzstatic.com/image/thumb/Music112/v4/3e/04/eb/3e04ebf6-370f-f59d-ec84-2c2643db92f1/196626945068.jpg/400x400cc.jpg,
02 Institut el Prat,6_6,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/1fc67f69-9103-4ad3-8155-ef9cad345645,melodia 4,kily barça,"3,98",FALSE,"Cant del Barça, Coral Sant Jordi",Coral Sant Jordi,Músicas del mundo,https://www.shazam.com/track/10287203/cant-del-bar%C3%A7a,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/4f/8a/a4/4f8aa488-c1fe-aa64-8685-b528fffe5632/8425845914350.jpg/400x400cc.jpg,
02 Institut el Prat,7_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/4844bdf9-cbeb-45c8-b4e0-df70df90d6c1,voz 1,Diara I lived,"4,02",FALSE,"I Lived, OneRepublic",OneRepublic,Pop,https://www.shazam.com/track/83147964/i-lived,https://is5-ssl.mzstatic.com/image/thumb/Music126/v4/c3/7a/b0/c37ab0a2-f319-cb7c-3790-0e39cd845776/14UMGIM12027.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,7_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/06f21924-f350-4477-ab37-baf989f2bd52,voz 1,Jordi all of me,"3,54",FALSE,"All of Me, John Legend",John Legend,R&B/Soul,https://www.shazam.com/track/93756764/all-of-me,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/22/71/b9/2271b906-85b3-06ee-e611-489b91df0b73/886444160742.jpg/400x400cc.jpg,
02 Institut el Prat,7_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/e42fa314-03e3-47ee-866e-ad333acb5984,voz 1,Diego (Quevedo),"5,16",FALSE,"AHORA QUÉ, Quevedo",Quevedo,Hip-hop/Rap,https://www.shazam.com/track/647844789/ahora-qu%C3%A9,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/a2/97/55/a2975589-3fdd-ea7f-afe3-a012cb99961b/197338933862.jpg/400x400cc.jpg,
02 Institut el Prat,7_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/682788e0-2060-475c-b4ae-9f5bb1319e62,voz 1,Aina kimi da yo,"5,71",FALSE,"Hikarunara, Goose house",Goose house,J-Pop,https://www.shazam.com/track/238754447/%E5%85%89%E3%82%8B%E3%81%AA%E3%82%89,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/0b/0b/10/0b0b10f0-7045-9cba-a676-ac4c55da3e3b/4988009102016.jpg/400x400cc.jpg,
02 Institut el Prat,7_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/bcaa16bd-9bae-4d2d-8337-d3bf233c7e38,voz 1,Queralt Evil,"3,79",FALSE,"Evil, Interpol",Interpol,Alternativa,https://www.shazam.com/track/281305116/evil,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/35/1c/49/351c49d2-503f-fbec-1cb6-73a48731e7f3/191401166058.png/400x400cc.jpg,
02 Institut el Prat,7_6,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/7dd7bf09-f0f6-44be-9d87-1a7bf5528502,voz 1,Kvin ZSohaib,"7,02",FALSE,,,,,,
02 Institut el Prat,7_7,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/25ec4224-4787-4292-a00b-a4b49850fd73,voz 1,Juanma TuNoLoAmas,"7,55",FALSE,"Tú No Lo Amas, Anuel AA",Anuel AA,Urbano latino,https://www.shazam.com/track/431104618/t%C3%BA-no-lo-amas,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/ac/be/a9/acbea99c-c9ac-475b-774e-2fbfaa2aadea/193483488967.jpg/400x400cc.jpg,
02 Institut el Prat,8_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/7638c323-891f-4c69-af7f-9a42b3c161e5,voz 2,tomas himno jijantes,"7,05",FALSE,"Jijantes, MARK EME",MARK EME,Música latina,https://www.shazam.com/track/659572177/jijantes,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/91/14/d1/9114d1c5-85b1-5f5b-83cd-da2fc61640fb/197188423711.jpg/400x400cc.jpg,
02 Institut el Prat,8_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/276513ed-b9de-49c9-8729-5b0cb4584e7f,voz 2,izan torres,"3,81",FALSE,"Acapella (feat. Bryant Myers, El Alfa, Jon Z, Myke Towers & Almighty), Bryant Myers",Bryant Myers,Reggae,https://www.shazam.com/track/467361730/acapella-feat-bryant-myers-el-alfa-jon-z-myke-towers,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/fd/04/f0/fd04f09d-7335-6984-33de-9bcaec6ceb5e/634164183523.jpg/400x400cc.jpg,
02 Institut el Prat,8_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/261772a2-290b-48d1-b517-08ca1652c737,voz 2,Iker2 gala freed from desire,"3,75",FALSE,"Freed from Desire, Gala",Gala,Dance,https://www.shazam.com/track/5940328/freed-from-desire,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/70/a3/33/70a333a9-29d8-bfde-fe2d-79d2a9a72518/mzi.hroawrfd.tif/400x400cc.jpg,
02 Institut el Prat,8_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/4ee6be5d-5b77-4119-aa24-061ac78e1491,voz 2,ivan,"7,35",FALSE,"Encima de Mi, Rauw Alejandro & Darell",Rauw Alejandro & Darell,Urbano latino,https://www.shazam.com/track/468900097/encima-de-mi,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ff/d2/3d/ffd23dae-61d5-ad74-de3a-20ad47058a04/193483867779.jpg/400x400cc.jpg,
02 Institut el Prat,8_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/c2b6d507-cde4-4e8c-88c7-37d3cb28dbfc,voz 2,German,"2,01",FALSE,"El Pollito Pio (Radio Edit), Pulcino Pio",Pulcino Pio,Música para niños,https://www.shazam.com/track/76065848/el-pollito-pio-radio-edit,https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/6b/ff/cf/6bffcf69-679c-d3e7-8fdf-433f84ad8cc1/886443965133.jpg/400x400cc.jpg,
02 Institut el Prat,8_6,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/0216fb9a-fdd9-400c-b9ce-fb305030d41d,voz 2,Dani,"3,82",FALSE,"Si Te Sientes Sola, daviid_328",daviid_328,Reggae,https://www.shazam.com/track/607954034/si-te-sientes-sola,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/e7/e1/21/e7e121ff-4ac7-dbb6-915a-3bade50f1c41/cover.jpg/400x400cc.jpg,
02 Institut el Prat,8_7,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/31ef1869-1e72-4ac3-bf7b-5bb7a265e5fa,voz 2,jan  soldado y profeta,"3,49",FALSE,,,,,,
03 I. Ribera Baixa ,1_1,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/56263d59-46f9-4692-b74d-dd71e270f554,ritmo 1,Ettore avicii,"7,34",FALSE,"Wake Me Up, Avicii",Avicii,House,https://www.shazam.com/track/97712448/wake-me-up,https://is3-ssl.mzstatic.com/image/thumb/Music115/v4/63/e5/39/63e53993-0eff-18e2-d756-ce3d56d98270/00602537491377.rgb.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,1_2,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/5c848195-6ec4-458a-992e-f96a3842ecc6,ritmo 1,axel a casa pete,"3,38",FALSE,"A Casa Pete (Extended Edit), Spreen & Muppet DJ",Spreen & Muppet DJ,Música latina,https://www.shazam.com/track/608712224/a-casa-pete-extended-edit,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/71/60/ab/7160abf3-25bb-0de0-99c3-65bf8aa1024f/641094574925.png/400x400cc.jpg,
03 I. Ribera Baixa ,1_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/18932d1e-6838-4f48-97bf-1b7ece735bfa,ritmo 1,elody 1010,"1,96",FALSE,,,,,,
03 I. Ribera Baixa ,1_4,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/1103fc12-cfdb-4dc3-a4ab-fc66509c0967,ritmo 1,ander painting pictures,"1,97",FALSE,"Painting Pictures, Superstar Pride",Superstar Pride,Hip-hop/Rap,https://www.shazam.com/track/638008997/painting-pictures,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/0e/49/44/0e494496-9cca-782d-25ea-36dedc47c494/197089554002.png/400x400cc.jpg,
03 I. Ribera Baixa ,1_5,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/c1d3f347-a561-4522-b54c-93a8cfce3478,ritmo 1,"Alejandro topic, A7S","3,92",FALSE,"Breaking Me, Topic & A7S",Topic & A7S,Dance,https://www.shazam.com/track/512683950/breaking-me,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/3e/1e/94/3e1e9471-8de7-14a4-1577-348c1e89a90f/20UMGIM25434.rgb.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,1_6,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/13459bc9-3847-4420-884e-b20ae784c51c,ritmo 1,Joan Elton Jhon,"5,44",FALSE,"I'm Still Standing, Elton John",Elton John,Pop,https://www.shazam.com/track/42810750/im-still-standing,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/e4/a6/c4/e4a6c4d9-5061-0455-b94b-50e228d91968/06UMGIM49712.rgb.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,2_1,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/669c8d26-86b9-4de6-ad61-98c92a1253bc,ritmo 2,Joel anuel tu no lo amas,"7,37",FALSE,"Tú No Lo Amas, Anuel AA",Anuel AA,Urbano latino,https://www.shazam.com/track/431104618/t%C3%BA-no-lo-amas,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/ac/be/a9/acbea99c-c9ac-475b-774e-2fbfaa2aadea/193483488967.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,2_2,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/08045b52-c125-4a14-9456-75475919ae5c,ritmo 2,leo anuel la yeezy,"2,94",TRUE,,,,,,
03 I. Ribera Baixa ,2_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/854213d4-767b-467e-b608-54fba863bda2,ritmo 2,David Azukita,"3,69",FALSE,"Azukita, Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo","Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo",Dance,https://www.shazam.com/track/403597161/azukita,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fe/3d/f6/fe3df601-7d53-107a-5a0d-bb6af6a689a8/0617465993756.png/400x400cc.jpg,
03 I. Ribera Baixa ,2_4,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/2841d68c-ad00-4dc7-a8b1-5dcc3bea2b16,ritmo 2,javi Bike,"4,57",FALSE,"Bike, Tanger",Tanger,Dubstep,https://www.shazam.com/track/650906078/bike,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/0e/32/b0/0e32b005-72b9-d1bc-7225-3eb96244df55/artwork.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,2_5,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/180fd087-15cd-4f3f-9c09-f9bff1475ac9,ritmo 2,laia pierce the viel,"0,98",TRUE,,,,,,
03 I. Ribera Baixa ,2_6,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/da27ccc5-6ea1-47e2-9ac5-936267bc6d72,ritmo 2,alonso bandolera,"5,12",FALSE,"Bandolera, Anuel AA",Anuel AA,Urbano latino,https://www.shazam.com/track/431104611/bandolera,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/ac/be/a9/acbea99c-c9ac-475b-774e-2fbfaa2aadea/193483488967.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,2_7,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/e1b4d64f-1c6f-4f9c-b46f-d9fae5d4908d,ritmo 2,izak triste verano,"2,77",FALSE,"Triste Verano, Eladio Carrión & Anuel AA",Eladio Carrión & Anuel AA,Música latina,https://www.shazam.com/track/663135547/triste-verano,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d3/85/9a/d3859a92-583b-00ad-93be-29d4b22136c9/197188631642.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_1,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/db78132f-3dda-4410-bb4c-ae234faa8966,ritmo 3,noa dream on,"5,86",FALSE,"Dream On, Aerosmith",Aerosmith,Rock,https://www.shazam.com/track/11127316/dream-on,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/e2/87/d9/e287d987-7b92-7749-737f-b5b8a6913f88/22UM1IM38560.rgb.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_2,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/e7bd88f5-cbc7-4a89-a4a9-9944370799ce,ritmo 3,lolo la ruta,"4,8",FALSE,"La Ruta, Arcángel & YOVNGCHIMI",Arcángel & YOVNGCHIMI,Urbano latino,https://www.shazam.com/track/642657012/la-ruta,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/c2/48/5a/c2485a96-58d4-5874-c9d6-cf479c06020b/197187400171.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/3b416679-ed5e-435b-bd6d-d7949f42b117,ritmo 3,ivan vaina loca,"4,12",FALSE,"Una Vaina Loca (feat. El Potro Alvarez), Fuego",Fuego,Música latina,https://www.shazam.com/track/53418178/una-vaina-loca-feat-el-potro-alvarez,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/f4/94/cc/f494ccad-9518-d7e9-e669-442ace3f3a72/097037877323.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_4,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/0c43b871-f316-40d1-88d4-5b13bf302401,ritmo 3,sharon bts,"2,79",FALSE,"MIC Drop (feat. Desiigner) [Steve Aoki Remix], BTS",BTS,K-Pop,https://www.shazam.com/track/383554384/mic-drop-feat-desiigner-steve-aoki-remix,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/77/93/70/779370e4-7b31-263e-e33e-50b07b3f4eb6/191773892210_Cover.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_5,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/d5ff0641-3f49-4796-bc3e-b28960304cb7,ritmo 3,adrian europa,"3,74",FALSE,"Europa (feat. Elai, Rhove & Morad), Jul",Jul,Hip-hop/Rap,https://www.shazam.com/track/644190267/europa-feat-elai-rhove-morad,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/70/98/ec/7098ec71-c59e-e6f5-a336-1ed1288df3a6/cover.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_6,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/803144ac-e22f-4314-a902-7e7c0f62065a,ritmo 3,alex melodia,"7,32",FALSE,"Sex Sounds, Lil Tjay",Lil Tjay,Hip-hop/Rap,https://www.shazam.com/track/498439779/sex-sounds,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/a3/f5/a4/a3f5a438-20c2-dfb8-baed-18f779145c37/886447993224.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,3_7,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/03d4ee33-5c38-4de4-8cd1-30c2654f904a,ritmo 3,rise yubi,"5,4",FALSE,"RISE (feat. The Word Alive), League of Legends, The Glitch Mob & Mako","League of Legends, The Glitch Mob & Mako",Electrónica,https://www.shazam.com/track/440546584/rise-feat-the-word-alive,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/5b/02/8d/5b028d8b-f248-f85d-0c28-9d6a37fb1a02/8718857592600.png/400x400cc.jpg,
03 I. Ribera Baixa ,3_8,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/d363ba7a-5323-4003-b86e-a814da20802b,ritmo 3,maria romero bailando por ahi,"1,97",TRUE,,,,,,
03 I. Ribera Baixa ,4_1,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/3b169957-ec21-483d-b315-a3f86c08e5ca,melodia 1,rayan cas,"10,3",FALSE,"Lagrimas, pacodelosreyes",pacodelosreyes,Pop,https://www.shazam.com/track/614818829/lagrimas,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/84/d8/db/84d8dbed-df63-e768-78ea-294bdd9934fc/cover.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,4_2,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/fe5c5590-8cfc-4437-bf72-64da03226657,melodia 1,Albert el barrio,"7,48",FALSE,"El Barrio, Juan Magán, Adri Contreras & Marc Magán","Juan Magán, Adri Contreras & Marc Magán",Dance,https://www.shazam.com/track/663157537/el-barrio,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/5f/53/49/5f5349a8-13dc-9cca-9dd1-a4d87b7ea75d/23UMGIM42487.rgb.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,4_3,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/3a596960-dcd3-4d79-bb8e-b6b4fbbde514,melodia 1,ainhara.mariposas,"3,99",FALSE,"farfalle, Sangiovanni",Sangiovanni,Hip-hop/Rap,https://www.shazam.com/track/601936859/farfalle,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/8a/30/f7/8a30f761-5950-40d2-c8fb-5b8f790bff17/22UMGIM23928.rgb.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,4_4,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/eb04f313-ff6c-483d-a819-3282912be7d4,melodia 1,yatret eladio carrion,"5,06",FALSE,"Claro Cristal, Eladio Carrión",Eladio Carrión,Música latina,https://www.shazam.com/track/594952797/claro-cristal,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/9d/45/73/9d457325-7b69-064e-e1c5-0dba3e6fb9b5/196626006035.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,4_5,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/fd8f83a2-b8b3-4870-a9bb-2b6fbb886988,melodia 1,FRAN MORAD,"2,49",FALSE,"Duros, Blandos y Flojos, Morad",Morad,Rap,https://www.shazam.com/track/550990070/duros-blandos-y-flojos,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/96/bf/04/96bf04a6-629b-dc6d-c589-88ed2add3c66/196006201166.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,4_6,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/73486cd9-6d9f-4ccc-ab7b-b40320bea85d,melodia 1,elias thickita,"3,24",FALSE,"Tchikita, Jul",Jul,Hip-hop/Rap,https://www.shazam.com/track/330647692/tchikita,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/17/3f/a8/173fa8b3-1e9f-6cb7-d5a0-55be22ae14e8/cover.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,4_7,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/f22d1398-803a-4b8a-a458-ef65f90abc07,melodia 1,angel la carretera,"7,27",FALSE,"Carretera, Morad",Morad,Rap,https://www.shazam.com/track/643159798/carretera,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/16/7e/dc/167edc0c-6139-e258-8271-ed86e846faa8/197187583607.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,5_1,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/1af15cd4-e2c3-48ad-aaf5-41387c210840,melodia 2,selene punto G,"3,94",FALSE,"PUNTO G, Quevedo",Quevedo,Hip-hop/Rap,https://www.shazam.com/track/636693604/punto-g,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/a2/97/55/a2975589-3fdd-ea7f-afe3-a012cb99961b/197338933862.jpg/400x400cc.jpg,
03 I. Ribera Baixa ,5_2,https://app.antropoloops.com/teatrelartesa/15576ab7-6f43-48a4-a7b6-e92c2e3aba4e/clips/dcd7d455-8f63-47c2-ac81-b53c7e85dbb6,melodia 2,Victor Sorry,"4,79",FALSE,"Sorry, Justin Bieber",Justin Bieber,Pop,https://www.shazam.com/track/293401556/sorry,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/81/a4/dc/81a4dc50-8d7e-6ae5-71d3-f83393348248/15UMGIM59807.rgb.jpg/400x400cc.jpg,
